Totale koudelevering [kW];Totale warmtelevering [kW];Totale warmtelevering [kW] SWW
0,92174;211,19329;7,14
0,90991;198,7371;11,60
0,90036;221,21094;17,41
0,89154;218,1067;94,50
0,88052;229,31612;90,03
0,87421;188,84441;85,57
0,88535;192,05377;85,57
0,93395;151,20991;54,09
4,28689;124,46623;45,16
10,08353;104,24208;40,70
8,81331;78,35213;36,23
7,12461;67,47184;40,70
1,80117;69,50119;40,70
1,22382;81,05963;40,70
1,15507;103,33782;40,70
1,08142;152,155;139,36
1,04031;146,01709;76,64
1,01227;170,49661;40,70
0,9921;152,43963;49,63
0,96838;209,69694;20,98
0,94875;202,32757;4,01
0,93079;221,79791;2,68
0,91614;182,97163;2,68
0,90916;143,42919;2,68
0,89515;195,10722;7,14
0,88109;192,14477;11,60
0,8733;254,79018;17,41
0,8669;246,43334;94,50
0,8481;312,89206;90,03
1,36658;311,45716;85,57
2,6548;201,67976;85,57
2,87319;179,44716;54,09
16,46396;94,86305;45,16
24,53775;124,62999;40,70
25,66393;98,4492;36,23
28,38683;51,82831;40,70
21,66952;42,43739;40,70
12,17221;60,24456;40,70
4,31372;87,81757;40,70
1,91725;134,53988;139,36
1,27975;173,45315;76,64
1,22996;148,71564;40,70
1,19334;165,38202;49,63
1,15974;202,68979;20,98
1,12867;230,04842;4,01
1,10596;208,98032;2,68
1,09095;149,68232;2,68
1,07023;197,45154;2,68
1,04902;202,66238;7,14
1,02343;245,18998;11,60
1,00386;322,49061;17,41
0,99329;274,06147;94,50
0,9838;255,84086;90,03
1,50433;297,29616;85,57
2,87771;179,41807;85,57
3,18774;166,75572;54,09
15,33729;132,66375;45,16
29,42944;109,1158;40,70
29,73715;83,68147;36,23
28,46239;65,18261;40,70
21,43934;55,88192;40,70
12,87639;58,92935;40,70
4,84901;102,07334;40,70
2,04531;147,26848;139,36
1,37639;202,15309;76,64
1,32099;170,91786;40,70
1,28044;180,40256;49,63
1,25082;173,21686;20,98
1,22137;209,28146;4,01
1,19336;225,91498;2,68
1,17686;140,48434;2,68
1,15671;178,34713;2,68
1,14151;148,37643;7,14
1,1202;196,46671;11,60
1,09818;301,44014;17,41
1,08432;253,05349;94,50
1,06467;287,89189;90,03
1,5852;259,64382;85,57
3,05623;188,46663;85,57
3,51793;130,74975;54,09
22,50847;69,17986;45,16
38,59305;36,36631;40,70
35,28837;14,41142;36,23
34,34832;14,23979;40,70
37,95938;10,35894;40,70
6,36546;38,28072;40,70
5,14179;90,38791;40,70
2,13852;130,0994;139,36
1,42538;167,79168;76,64
1,37278;131,92466;40,70
1,33558;132,59867;49,63
1,30626;138,39268;20,98
1,27818;170,42909;4,01
1,25382;171,76269;2,68
1,23206;150,09911;2,68
1,21473;133,7892;2,68
1,19625;150,21853;7,14
1,17816;151,60198;11,60
1,16138;226,37608;17,41
1,1456;218,54674;94,50
1,13051;201,94722;90,03
1,66553;180,10999;85,57
3,31117;136,12132;85,57
3,66341;126,14437;54,09
4,7193;108,8897;45,16
5,01893;91,41457;40,70
2,89863;98,72125;36,23
4,47403;82,38639;40,70
5,43718;77,5948;40,70
5,49915;84,0197;40,70
4,56077;109,59268;40,70
1,97011;142,56176;139,36
1,29897;172,21945;76,64
1,26017;133,84386;40,70
1,23566;123,30666;49,63
1,21362;144,05368;20,98
1,19614;133,18766;4,01
1,18388;115,96353;2,68
1,1702;119,01036;2,68
1,15937;93,03533;2,68
1,14912;93,15932;7,14
1,1384;94,15029;11,60
1,12892;161,53259;17,41
1,11872;151,81059;94,50
1,1139;98,66891;90,03
1,66737;75,00213;85,57
3,4035;35,16062;85,57
3,75251;27,0635;54,09
10,91498;15,28895;45,16
18,67254;5,11211;40,70
8,57016;2,75708;36,23
19,06164;1,34724;40,70
18,2003;0,82454;40,70
32,83463;0,94686;40,70
5,74638;12,75197;40,70
2,31799;43,22546;139,36
1,50671;61,11908;76,64
1,45329;31,89705;40,70
1,41928;25,59023;49,63
1,39656;18,5615;20,98
1,37781;21,20072;4,01
1,36016;27,84403;2,68
1,3429;24,68264;2,68
1,32741;26,97591;2,68
1,31236;28,96599;7,14
1,29834;30,17876;11,60
1,28514;43,27313;17,41
1,26877;71,66878;94,50
1,25422;74,27328;90,03
1,23075;127,53554;85,57
1,22408;122,25827;85,57
1,26478;48,1487;54,09
1,35063;38,21591;45,16
1,47542;67,39025;40,70
1,46316;51,79032;36,23
1,59662;37,74289;40,70
2,55442;33,53355;40,70
1,43647;64,61878;40,70
1,35111;98,84259;40,70
1,27447;111,21297;139,36
1,22721;121,06109;76,64
1,20159;117,88141;40,70
1,18288;115,21071;49,63
1,1667;121,93218;20,98
1,1526;123,65793;4,01
1,13898;137,12457;2,68
1,13034;93,74125;2,68
1,11839;116,66598;2,68
1,10785;118,04716;7,14
1,09707;118,25988;11,60
1,08698;138,77421;17,41
1,08011;120,44598;94,50
1,07053;137,21577;90,03
1,06751;86,61658;85,57
1,07343;108,01528;85,57
1,11198;103,31553;54,09
1,18172;76,39846;45,16
1,17604;67,22696;40,70
1,06056;57,61124;36,23
1,06306;55,93709;40,70
1,03368;63,35163;40,70
0,98903;74,84997;40,70
0,97568;83,68644;40,70
0,87278;91,18738;139,36
0,76417;87,28005;76,64
0,66301;86,88655;40,70
0,6066;86,86869;49,63
0,57313;88,0744;20,98
0,58509;81,53606;4,01
0,59812;89,32491;2,68
0,63224;76,98458;2,68
0,6458;78,39114;2,68
0,59485;78,13065;7,14
0,56522;78,30196;11,60
0,55829;158,79755;17,41
0,53161;131,83703;94,50
0,48669;89,81548;90,03
0,95536;90,30021;85,57
2,22501;38,4148;85,57
2,31061;30,91799;54,09
2,83279;25,86284;45,16
2,88458;25,39298;40,70
1,60537;27,20298;36,23
2,38506;20,5794;40,70
2,94451;20,90759;40,70
3,03969;33,30144;40,70
2,35458;42,24469;40,70
0,83013;63,82238;139,36
0,27518;83,66235;76,64
0,26157;37,30507;40,70
0,24078;41,11496;49,63
0,20646;44,77712;20,98
0,2101;51,14606;4,01
0,17812;65,32859;2,68
0,2356;58,50567;2,68
0,27902;60,21485;2,68
0,4622;59,5188;7,14
0,53891;63,33814;11,60
0,61613;149,84828;17,41
0,71411;146,07334;94,50
0,87831;129,41605;90,03
1,45354;109,18252;85,57
2,81151;63,85403;85,57
3,10127;41,67694;54,09
9,34445;24,37666;45,16
14,18391;17,24737;40,70
12,84258;10,33081;36,23
6,58337;6,45717;40,70
7,41712;6,78709;40,70
6,50949;8,27774;40,70
4,11725;24,48458;40,70
1,85983;50,62016;139,36
1,36401;82,77749;76,64
1,36103;49,6805;40,70
1,32973;49,47898;49,63
1,30248;63,34432;20,98
1,28017;66,74586;4,01
1,26283;65,39594;2,68
1,25004;40,62775;2,68
1,23608;58,52116;2,68
1,22562;43,88649;7,14
1,21574;45,36074;11,60
1,20683;110,72927;17,41
1,19347;125,07497;94,50
1,18372;88,22039;90,03
1,74565;70,11844;85,57
3,52083;36,01521;85,57
3,76106;29,91048;54,09
4,75142;33,82978;45,16
4,97132;14,57124;40,70
2,66052;6,17463;36,23
3,90566;5,10649;40,70
4,54;7,92641;40,70
4,37108;10,2129;40,70
3,9549;19,99505;40,70
1,53384;27,43085;139,36
1,25251;46,5394;76,64
1,14548;28,14185;40,70
0,9489;15,87718;49,63
1,34642;19,99028;20,98
1,33612;20,99239;4,01
1,31128;72,46524;2,68
1,29815;26,76275;2,68
1,28869;27,26552;2,68
1,27735;30,58668;7,14
1,26621;32,09647;11,60
1,2567;93,53892;17,41
1,24655;89,87693;94,50
1,23598;78,82371;90,03
1,821;59,70364;85,57
3,92447;28,6316;85,57
4,40482;16,18054;54,09
5,79149;9,19497;45,16
6,86425;3,12367;40,70
9,89296;1,2051;36,23
12,70383;0,52942;40,70
11,68045;0,52077;40,70
8,84819;0,93791;40,70
6,95861;5,03446;40,70
2,60774;17,07901;139,36
1,63321;39,62389;76,64
1,57334;27,39724;40,70
1,52751;59,55877;49,63
1,49921;32,30247;20,98
1,47217;59,5147;4,01
1,45604;34,50209;2,68
1,44269;25,48655;2,68
1,42912;28,32422;2,68
1,41655;29,17655;7,14
1,40371;31,96317;11,60
1,39247;92,0746;17,41
1,3804;88,10285;94,50
1,36942;69,5563;90,03
2,01334;53,6514;85,57
4,52279;24,78886;85,57
4,98104;19,38229;54,09
6,54399;8,49446;45,16
7,05742;4,25979;40,70
4,51793;10,94101;36,23
6,71658;1,26956;40,70
7,87227;0,86005;40,70
7,79611;1,12072;40,70
6,62717;13,81702;40,70
2,80855;35,08895;139,36
1,70607;63,78752;76,64
1,63285;71,94374;40,70
1,587;53,14028;49,63
1,55297;60,38467;20,98
1,52043;82,37291;4,01
1,48902;103,59042;2,68
1,46394;94,41044;2,68
1,4417;99,49051;2,68
1,41953;111,82322;7,14
1,39994;112,62034;11,60
1,38108;143,00461;17,41
1,36306;150,40933;94,50
1,34837;135,26467;90,03
1,33886;114,82439;85,57
1,33987;129,91718;85,57
1,37079;98,58653;54,09
1,41186;87,45147;45,16
1,46018;89,09549;40,70
1,48551;58,47795;36,23
1,48958;83,31923;40,70
1,47418;87,10377;40,70
1,51765;28,77213;40,70
1,47753;31,9273;40,70
1,40612;33,37961;139,36
1,35336;68,94507;76,64
1,32446;87,51283;40,70
1,29977;99,94927;49,63
1,27846;109,13024;20,98
1,26132;106,75045;4,01
1,24561;128,8941;2,68
1,23616;82,51212;2,68
1,22659;89,67427;2,68
1,21602;96,43754;7,14
1,19968;127,0807;11,60
1,18192;170,43129;17,41
1,16717;171,76141;94,50
1,15088;196,0048;90,03
1,1384;187,9045;85,57
1,1589;161,10879;85,57
1,23147;109,46133;54,09
1,72386;69,475;45,16
10,36264;38,73927;40,70
16,28816;25,70941;36,23
4,77027;19,24998;40,70
1,60621;25,1043;40,70
1,53618;32,98267;40,70
1,42699;44,55157;40,70
1,36639;70,10673;139,36
1,31353;78,69895;76,64
1,2835;85,80136;40,70
1,26273;76,7625;49,63
1,24645;77,05253;20,98
1,23549;61,70916;4,01
1,22418;71,7535;2,68
1,21386;64,05828;2,68
1,20372;65,61299;2,68
1,199;39,88514;7,14
1,1895;67,08903;11,60
1,17688;162,38789;17,41
1,16865;132,60092;94,50
1,1584;136,7245;90,03
1,73687;127,87702;85,57
3,73679;76,93363;85,57
4,07153;40,08011;54,09
4,83237;42,87719;45,16
5,15696;17,36967;40,70
2,79439;34,18603;36,23
4,21789;27,77706;40,70
4,89212;18,17421;40,70
4,81;16,9807;40,70
3,8379;30,38485;40,70
1,56981;63,48197;139,36
0,96279;92,84873;76,64
0,98353;48,33156;40,70
1,19544;60,64185;49,63
1,33834;58,33068;20,98
1,3243;47,21655;4,01
1,30562;87,9358;2,68
1,28825;71,40784;2,68
1,27462;57,88895;2,68
1,25557;96,81146;7,14
1,23969;87,16737;11,60
1,226;165,30207;17,41
1,21194;162,72732;94,50
1,19978;143,85707;90,03
1,79597;102,94732;85,57
3,99273;56,08494;85,57
4,49746;41,1924;54,09
5,41646;12,04919;45,16
6,26736;5,33285;40,70
3,3008;10,66406;36,23
4,42025;8,57651;40,70
5,64194;17,59297;40,70
5,96993;30,09207;40,70
5,06217;50,31597;40,70
1,91702;54,76865;139,36
1,18027;87,62939;76,64
1,1792;49,55992;40,70
1,19254;54,30476;49,63
1,24197;35,00061;20,98
1,38499;57,0469;4,01
1,36601;64,39564;2,68
1,34658;65,9906;2,68
1,33253;50,65092;2,68
1,31904;54,20043;7,14
1,3057;57,20634;11,60
1,29399;123,7372;17,41
1,27736;140,94467;94,50
1,26548;101,70278;90,03
1,88583;77,87563;85,57
4,28;26,40337;85,57
4,76588;12,27494;54,09
9,82162;6,74535;45,16
22,62654;5,06818;40,70
23,94304;3,61421;36,23
22,32962;2,13158;40,70
5,80649;3,14789;40,70
6,81478;3,28639;40,70
4,90469;11,29063;40,70
1,75516;16,53498;139,36
0,98384;44,98824;76,64
0,97581;13,83633;40,70
0,96549;6,60842;49,63
1,02812;8,44579;20,98
1,18839;11,46285;4,01
1,43005;16,05279;2,68
1,47282;55,29875;2,68
1,4453;65,6059;2,68
1,41966;76,21009;7,14
1,3965;85,45655;11,60
1,37525;162,21904;17,41
1,35426;159,91327;94,50
1,33849;140,99445;90,03
1,98115;121,62309;85,57
4,56219;69,41317;85,57
5,46093;32,24707;54,09
7,46218;26,33464;45,16
7,25786;24,44091;40,70
4,66061;22,8171;36,23
6,30406;30,2711;40,70
7,5607;25,17472;40,70
7,37185;35,39235;40,70
6,29467;48,62501;40,70
2,66895;69,0097;139,36
1,64366;97,44945;76,64
1,58553;64,88938;40,70
1,54344;73,42567;49,63
1,51044;81,86557;20,98
1,48546;90,80358;4,01
1,46264;102,7555;2,68
1,44384;83,97687;2,68
1,42798;78,12375;2,68
1,41282;80,49644;7,14
1,40447;48,31307;11,60
1,39724;113,03472;17,41
1,38091;139,72627;94,50
1,36102;133,97417;90,03
2,04827;77,97382;85,57
4,81273;52,10765;85,57
5,55056;29,60978;54,09
6,59388;35,56307;45,16
6,89601;26,3077;40,70
5,26898;5,56929;36,23
7,11213;8,56174;40,70
13,48887;3,70243;40,70
11,57348;7,00865;40,70
7,42324;21,10256;40,70
3,01546;46,10396;139,36
1,70717;90,0528;76,64
1,63338;59,0058;40,70
1,58434;67,24227;49,63
1,54172;91,56718;20,98
1,5087;92,22424;4,01
1,47929;115,30881;2,68
1,45337;109,46097;2,68
1,4287;120,59844;2,68
1,40537;128,27289;7,14
1,38333;134,50201;11,60
1,36251;165,69274;17,41
1,35422;109,89689;94,50
1,33545;166,99441;90,03
1,32215;163,02624;85,57
1,34562;117,32775;85,57
1,52127;73,30537;54,09
9,2958;41,26247;45,16
17,4717;27,82042;40,70
22,84458;16,80675;36,23
22,73758;12,47942;40,70
19,08986;11,26326;40,70
9,26288;15,14072;40,70
1,2782;19,09803;40,70
0,90287;32,30436;139,36
1,05324;44,29716;76,64
1,24747;55,45328;40,70
1,36285;59,31762;49,63
1,38927;62,68784;20,98
1,37038;70,86429;4,01
1,35188;82,86345;2,68
1,33625;71,64217;2,68
1,32873;43,76769;2,68
1,31454;74,4337;7,14
1,29394;105,5918;11,60
1,27191;150,143;17,41
1,25777;124,25402;94,50
1,24193;143,1775;90,03
1,22991;154,71369;85,57
1,26121;113,92401;85,57
1,40195;47,18795;54,09
1,54441;33,19144;45,16
2,90381;15,17432;40,70
0,89258;5,73967;36,23
3,19957;6,22069;40,70
2,53942;7,97781;40,70
0,66377;20,99052;40,70
0,67565;34,09633;40,70
0,81069;48,77018;139,36
0,91991;54,56312;76,64
1,11143;60,29024;40,70
1,32551;65,75706;49,63
1,30622;76,43885;20,98
1,28767;84,39004;4,01
1,27129;96,67237;2,68
1,2578;80,4648;2,68
1,24376;90,86302;2,68
1,2257;107,40078;7,14
1,20719;113,65984;11,60
1,18787;214,09316;17,41
1,17096;210,45942;94,50
1,1573;191,69152;90,03
1,7601;171,32201;85,57
3,88285;82,77796;85,57
4,91086;41,25405;54,09
20,98147;28,53167;45,16
29,47131;19,02671;40,70
30,90136;13,11671;36,23
35,4115;3,65197;40,70
45,15378;4,33418;40,70
42,7366;8,35555;40,70
6,19952;20,27712;40,70
1,50681;35,98192;139,36
1,10361;71,45701;76,64
1,1868;34,60218;40,70
1,17854;22,60168;49,63
1,2759;20,31704;20,98
1,32917;31,00799;4,01
1,38123;48,9418;2,68
1,36245;52,24992;2,68
1,34616;54,46505;2,68
1,35426;57,84332;7,14
1,31764;58,64832;11,60
1,28418;122,23653;17,41
1,22689;115,33774;94,50
1,23989;98,22605;90,03
1,97718;89,88195;85,57
4,52933;45,08938;85,57
4,92087;28,90926;54,09
5,84108;26,13175;45,16
5,68887;18,09345;40,70
3,06648;19,87956;36,23
4,78612;11,39406;40,70
5,82959;14,19622;40,70
5,75844;14,89735;40,70
4,58339;38,55457;40,70
1,6656;51,80174;139,36
0,91372;77,98091;76,64
0,95676;41,51803;40,70
0,90975;28,83634;49,63
0,91087;36,46986;20,98
0,95808;41,36657;4,01
1,05188;41,54035;2,68
1,08111;42,70317;2,68
1,04586;43,87173;2,68
1,05472;45,51408;7,14
1,08482;52,81838;11,60
1,05103;127,61809;17,41
1,03805;124,6302;94,50
1,09076;108,15906;90,03
1,67887;90,88909;85,57
3,87664;54,75106;85,57
4,17701;43,11792;54,09
5,22108;36,84035;45,16
5,35585;28,30606;40,70
2,91831;30,70231;36,23
4,5256;24,13989;40,70
5,44398;20,53723;40,70
5,47964;27,56379;40,70
4,59002;45,00242;40,70
1,76196;60,56868;139,36
0,99363;84,24917;76,64
1,04151;41,2656;40,70
1,05956;39,30532;49,63
1,08284;47,97638;20,98
1,06298;52,48802;4,01
1,13887;52,9545;2,68
1,05515;47,56782;2,68
1,03981;58,81727;2,68
1,11147;62,12832;7,14
1,14381;64,62927;11,60
1,29476;138,10336;17,41
1,32576;142,95848;94,50
1,31176;119,99073;90,03
1,98789;103,13216;85,57
4,60614;40,26173;85,57
10,03605;20,55792;54,09
26,09528;15,74522;45,16
33,77374;8,76284;40,70
28,55559;7,96461;36,23
33,04392;2,55297;40,70
51,41618;2,30303;40,70
42,68925;6,22876;40,70
22,42866;12,95144;40,70
1,8412;23,66368;139,36
1,26847;50,55354;76,64
1,39552;27,48612;40,70
1,42791;32,09758;49,63
1,49305;39,24771;20,98
1,51492;48,69067;4,01
1,49049;60,41369;2,68
1,46965;57,80513;2,68
1,45226;56,3063;2,68
1,43395;65,42945;7,14
1,42132;59,33606;11,60
1,41107;123,81423;17,41
1,39831;124,31847;94,50
1,38209;119,59275;90,03
2,11611;97,82662;85,57
4,88493;60,54842;85,57
5,36502;54,20246;54,09
6,68266;45,56325;45,16
7,0146;36,24455;40,70
4,41794;37,62084;36,23
6,40126;24,41961;40,70
6,89032;24,14651;40,70
7,04043;20,87318;40,70
5,896;39,05761;40,70
2,33423;58,85898;139,36
1,40751;84,57436;76,64
1,4509;50,38594;40,70
1,57044;53,82389;49,63
1,54416;42,42448;20,98
1,52007;53,28671;4,01
1,4989;60,59256;2,68
1,47778;70,13469;2,68
1,45772;73,71405;2,68
1,44167;64,70409;7,14
1,42665;67,79741;11,60
1,41152;91,22181;17,41
1,39976;77,6446;94,50
1,3883;78,04925;90,03
1,37929;77,5173;85,57
1,41131;71,07396;85,57
1,48412;59,47018;54,09
1,61564;49,04661;45,16
1,44115;30,84847;40,70
1,34955;24,9457;36,23
1,00369;19,65798;40,70
2,77366;9,77142;40,70
1,43105;13,66524;40,70
0,69168;25,09956;40,70
0,68122;36,30924;139,36
0,6779;47,84452;76,64
0,6886;50,42174;40,70
0,85833;57,25606;49,63
1,0768;64,15652;20,98
1,10838;64,69902;4,01
1,14254;62,23555;2,68
1,17567;60,91861;2,68
1,2117;56,91126;2,68
1,29592;59,60165;7,14
1,28583;68,93235;11,60
1,27926;66,49982;17,41
1,26679;91,14132;94,50
1,25456;89,38702;90,03
1,2502;88,51036;85,57
1,23772;75,7723;85,57
1,16625;57,83487;54,09
1,1091;58,62051;45,16
1,0646;47,30896;40,70
0,94166;41,28854;36,23
0,80333;39,66441;40,70
0,74762;40,56467;40,70
0,78805;48,19865;40,70
0,77886;32,58596;40,70
0,77435;58,0643;139,36
0,94615;69,30038;76,64
1,05531;66,62589;40,70
1,2223;82,46219;49,63
1,20486;93,82832;20,98
1,18677;113,38495;4,01
1,17033;125,55354;2,68
1,15672;105,02144;2,68
1,13902;137,7006;2,68
1,12423;142,17276;7,14
1,10989;151,98323;11,60
1,09657;236,5502;17,41
1,08424;231,12542;94,50
1,07216;220,67825;90,03
1,68095;192,36633;85,57
3,72149;77,15466;85,57
7,58194;39,68057;54,09
19,07485;28,88876;45,16
30,6606;21,71103;40,70
28,88614;15,69274;36,23
30,09548;6,91312;40,70
28,68834;9,12425;40,70
23,12043;12,98012;40,70
8,85947;26,86511;40,70
1,49248;38,77387;139,36
1,04131;68,15113;76,64
1,26279;28,38731;40,70
1,41386;42,3922;49,63
1,38526;55,42487;20,98
1,35943;64,31739;4,01
1,33658;77,09851;2,68
1,31391;83,53961;2,68
1,29481;80,5026;2,68
1,27594;93,27569;7,14
1,25541;109,41011;11,60
1,23671;189,37631;17,41
1,21959;185,41273;94,50
1,20412;172,23353;90,03
1,85335;141,64703;85,57
4,27176;42,56054;85,57
5,41083;25,47138;54,09
9,16433;17,79652;45,16
19,05834;10,54775;40,70
28,00079;10,19969;36,23
32,96194;3,7701;40,70
21,24915;3,92745;40,70
26,10386;7,92986;40,70
14,78814;18,00169;40,70
0,59113;22,74091;139,36
0,1311;50,13563;76,64
0,28516;16,36751;40,70
0,34472;20,87499;49,63
0,40384;26,64733;20,98
0,55367;33,17488;4,01
0,62145;36,45472;2,68
0,45179;28,71769;2,68
0,60658;32,81125;2,68
0,52451;36,18118;7,14
0,35929;22,04137;11,60
0,39063;90,35932;17,41
0,33626;83,9786;94,50
0,36712;71,97545;90,03
0,94568;52,0752;85,57
2,51772;17,94096;85,57
2,63178;14,16996;54,09
4,14389;12,05143;45,16
5,27385;6,95474;40,70
3,6073;5,87206;36,23
5,5837;4,35061;40,70
7,09325;4,0465;40,70
5,02213;11,23522;40,70
4,3855;20,07363;40,70
1,29469;20,11132;139,36
0,67619;43,30851;76,64
0,81814;19,56879;40,70
0,82687;25,13279;49,63
0,82188;29,47045;20,98
1,05984;34,72292;4,01
1,08636;41,00516;2,68
1,09199;36,75055;2,68
1,12112;39,25004;2,68
1,15417;38,75004;7,14
1,1654;40,55475;11,60
1,15631;101,68491;17,41
1,21703;95,95121;94,50
1,23013;84,56023;90,03
1,88474;75,8;85,57
4,41575;45,22483;85,57
5,04332;27,91294;54,09
6,11616;20,57654;45,16
6,57747;9,06329;40,70
3,877;21,54742;36,23
5,83506;9,0505;40,70
6,86926;6,32701;40,70
6,40756;14,74857;40,70
5,43889;25,06983;40,70
2,07971;37,53628;139,36
1,19744;68,35344;76,64
1,66514;39,70251;40,70
1,67256;46,18823;49,63
1,63339;54,5663;20,98
1,59921;68,4188;4,01
1,57126;69,68577;2,68
1,54151;78,97874;2,68
1,52389;55,08036;2,68
1,50712;64,20393;7,14
1,48477;86,84444;11,60
1,46192;170,8586;17,41
1,44169;164,85231;94,50
1,42084;162,92376;90,03
2,22975;128,30993;85,57
5,37313;31,0408;85,57
16,68857;6,55393;54,09
33,81936;8,84684;45,16
37,75405;9,66808;40,70
36,4228;2,7788;36,23
37,86119;1,32552;40,70
49,86553;3,17546;40,70
50,09083;7,67435;40,70
33,41266;15,63706;40,70
1,83139;24,38385;139,36
1,14706;51,89822;76,64
1,43446;23,67849;40,70
1,71066;32,61931;49,63
1,6463;37,2428;20,98
1,67015;43,55136;4,01
1,61923;46,83546;2,68
1,46136;43,64331;2,68
1,26078;43,88132;2,68
1,17034;40,77882;7,14
1,13185;37,51951;11,60
1,1936;47,30499;17,41
1,20853;43,29659;94,50
1,30282;26,88718;90,03
1,20629;22,48563;85,57
1,13426;29,66699;85,57
1,07703;28,52734;54,09
1,12786;28,29178;45,16
0,94531;16,58399;40,70
0,82094;13,25453;36,23
0,65721;10,94842;40,70
0,49348;11,11122;40,70
0,50936;19,98002;40,70
0,62046;28,76278;40,70
0,4653;29,1564;139,36
0,34186;22,81741;76,64
0,3195;24,32463;40,70
0,38923;25,3628;49,63
0,46317;21,50205;20,98
0,53763;31,64461;4,01
0,48324;39,84042;2,68
0,53397;34,13752;2,68
0,47836;34,46239;2,68
0,42247;38,44864;7,14
0,45531;31,19613;11,60
0,42432;57,13451;17,41
0,41248;65,52095;94,50
0,42262;62,30253;90,03
0,46099;57,57884;85,57
0,45998;46,63157;85,57
0,42928;39,10576;54,09
0,40915;30,3811;45,16
0,34993;28,09031;40,70
0,29952;20,81337;36,23
0,29957;17,25297;40,70
0,2884;23,05977;40,70
0,30848;26,121;40,70
0,48999;27,41972;40,70
0,25499;35,4302;139,36
0,25863;38,52163;76,64
0,27868;40,26861;40,70
0,26503;36,68473;49,63
0,25447;38,84995;20,98
0,30446;47,81204;4,01
0,29457;50,99071;2,68
0,17493;25,90224;2,68
38,66039;55,07583;2,68
38,89264;55,85323;7,14
39,5926;61,31035;11,60
40,29666;140,84038;17,41
41,49995;132,41889;94,50
41,25404;113,97326;90,03
42,27913;99,14114;85,57
44,04729;72,65441;85,57
2,71289;27,60168;54,09
3,44435;22,70904;45,16
3,59054;16,57914;40,70
1,82859;16,1183;36,23
3,09796;17,83899;40,70
3,75381;20,01592;40,70
3,97553;24,85545;40,70
3,13738;36,92436;40,70
1,17861;54,86573;139,36
0,54285;76,24345;76,64
0,62912;33,88534;40,70
0,68912;35,60419;49,63
0,71247;41,96803;20,98
0,78223;47,86093;4,01
0,91926;55,157;2,68
0,95001;46,68693;2,68
0,93858;51,64088;2,68
0,7979;50,78305;7,14
0,80762;52,69943;11,60
0,86304;126,95644;17,41
0,93971;122,81352;94,50
0,90932;105,53903;90,03
1,4866;85,57527;85,57
3,36235;49,94312;85,57
3,43327;36,48721;54,09
4,52787;32,88707;45,16
4,81632;12,64778;40,70
2,50801;19,81113;36,23
3,98024;14,90633;40,70
4,72666;11,14403;40,70
4,83515;10,70718;40,70
3,73543;25,09903;40,70
1,43492;42,02779;139,36
0,74211;68,46534;76,64
0,69973;17,38987;40,70
0,73674;23,91125;49,63
0,75876;26,86763;20,98
0,82624;36,47814;4,01
0,85569;31,53984;2,68
0,82106;24,5496;2,68
0,91441;37,22289;2,68
1,02836;51,28766;7,14
1,03613;53,52825;11,60
1,19568;129,17854;17,41
1,31522;126,60066;94,50
1,30633;110,57402;90,03
2,0058;89,13251;85,57
4,48818;40,41655;85,57
4,83425;40,14469;54,09
5,64211;13,60518;45,16
5,72055;5,79723;40,70
3,49507;3,67352;36,23
5,41469;2,21277;40,70
6,20322;2,74075;40,70
5,79731;4,67261;40,70
5,08345;13,60679;40,70
1,88814;17,24147;139,36
1,19674;34,95349;76,64
1,2848;6,43834;40,70
1,62762;8,35822;49,63
1,44872;9,85244;20,98
1,56946;36,26004;4,01
1,54738;27,59079;2,68
1,52953;20,77268;2,68
1,51356;21,92111;2,68
1,49789;24,70128;7,14
1,48353;25,98993;11,60
1,4719;85,33496;17,41
1,46141;79,21106;94,50
1,45357;60,80196;90,03
2,25993;44,73512;85,57
5,42504;6,29374;85,57
10,68195;3,58698;54,09
17,27184;2,95252;45,16
28,28258;0,79801;40,70
29,94317;0,7922;36,23
16,74627;0,19607;40,70
44,47575;0,31508;40,70
8,0423;1,98284;40,70
8,93338;3,01435;40,70
2,98306;9,58195;139,36
1,6361;26,88199;76,64
1,54303;3,0122;40,70
1,57171;3,96583;49,63
1,61582;5,53385;20,98
1,81998;7,76552;4,01
1,77532;44,3815;2,68
1,73578;41,8577;2,68
1,70226;47,86364;2,68
1,6877;21,84488;7,14
1,68099;13,62171;11,60
1,66544;85,16761;17,41
1,63996;103,68753;94,50
1,61738;88,10829;90,03
2,55054;69,59545;85,57
6,10675;33,34845;85,57
